case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes,drop_reason,minimum_observed_date
COLL-201905-00023,ACC0002285,IND1902014584,4058.07,78,late_collections,2019-05-23,phone_call,,,,closed,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201905-00024,ACC0000608,IND1901000251,637.22,21,pre_delinquent,2019-05-31,phone_call,141.82,2019-05-14,,open,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R142 cash. Account now current.",before_collection_start,
COLL-201905-00025,ACC0006209,IND1904009400,2751.8,79,late_collections,2019-05-02,phone_call,1156.62,2019-06-11,,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201905-00026,ACC0005740,IND1904008836,1164.0,53,early_collections,2019-05-16,phone_call,,,,resolved,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current.",before_collection_start,
COLL-201905-00027,ACC0001016,IND1901007315,3280.27,71,late_collections,2019-05-24,phone_call,,,,resolved,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end.",before_collection_start,
COLL-201905-00028,ACC0006683,IND1904001562,5073.59,74,late_collections,2019-05-13,letter,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201905-00029,ACC0006512,IND1904000568,3284.33,13,pre_delinquent,2019-05-16,branch_visit,,,,resolved,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201905-00030,ACC0000190,IND1901004840,4101.37,107,legal,2019-05-01,letter,,,,open,Fatima Patel,Settlement offer of R1 500 communicated; customer requested until month-end. Escalating to legal.,before_collection_start,
COLL-201905-00031,ACC0001187,IND1901002773,2381.14,66,late_collections,2019-05-07,branch_visit,,,,resolved,Ayanda Mthembu,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201905-00032,ACC0003244,IND1902013831,3722.03,65,late_collections,2019-05-08,branch_visit,,,,open,Johan Botha,Arrangement agreed: R750/month for 6 months starting 6 November.,before_collection_start,
COLL-201905-00033,ACC0002248,IND1902012631,639.34,113,legal,2019-05-31,letter,157.79,2019-05-20,,resolved,Johan Botha,Settlement offer of R158 communicated; customer requested until month-end. Escalating to legal.,before_collection_start,
COLL-201905-00034,ACC0005775,IND1904005306,782.47,102,legal,2019-05-22,phone_call,,,,resolved,Nomsa Dlamini,Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.,before_collection_start,
COLL-201905-00035,ACC0006938,IND1904009972,602.15,34,early_collections,2019-05-13,branch_visit,,,,open,Zanele Ndlovu,Settlement offer of R500 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00036,ACC0004096,IND1903019241,1618.64,58,early_collections,2019-05-09,phone_call,,,,resolved,Thabo Mokoena,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201905-00037,ACC0002248,IND1902012631,839.06,9,pre_delinquent,2019-05-25,branch_visit,191.12,2019-05-17,,resolved,Nomsa Dlamini,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201905-00038,ACC0005775,IND1904005306,640.4,86,late_collections,2019-05-05,letter,101.65,2019-05-08,,resolved,Fatima Patel,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00039,ACC0003106,IND1902016907,1666.71,5,pre_delinquent,2019-05-25,letter,,,,resolved,David Govender,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201905-00040,ACC0001460,IND1901002706,1029.67,268,write_off,2019-05-23,branch_visit,,,,closed,Zanele Ndlovu,Settlement offer of R750 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00041,ACC0000687,IND1901005091,214.94,120,legal,2019-05-15,letter,,,,open,Johan Botha,Settlement offer of R1 200 communicated; customer requested until month-end. Escalating to legal.,before_collection_start,
COLL-201905-00042,ACC0002706,IND1902008660,1020.48,7,pre_delinquent,2019-05-20,phone_call,,,,open,Lerato Khumalo,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201905-00043,ACC0006088,IND1904000806,2008.16,40,early_collections,2019-05-25,phone_call,450.63,2019-05-09,,closed,Nomsa Dlamini,Settlement offer of R451 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00044,ACC0002913,IND1902001346,2619.04,27,pre_delinquent,2019-05-12,branch_visit,604.48,2019-05-21,,resolved,Ayanda Mthembu,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201905-00045,ACC0004762,IND1903013396,231.8,73,late_collections,2019-05-23,letter,124.03,2019-05-15,,open,Sipho Naidoo,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00046,ACC0006088,IND1904000806,3847.47,16,pre_delinquent,2019-05-20,branch_visit,,,,open,Johan Botha,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201905-00047,ACC0005740,IND1904008836,1065.39,58,early_collections,2019-05-19,branch_visit,515.33,2019-05-22,settlement_offer,open,Sipho Naidoo,"Customer visited branch, paid R515 cash. Account now current. Arrangement: settlement offer.",before_collection_start,
COLL-201905-00048,ACC0000774,IND1901000369,1070.67,25,pre_delinquent,2019-05-07,branch_visit,514.27,2019-06-08,,resolved,Fatima Patel,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201905-00049,ACC0003106,IND1902016907,1464.52,114,legal,2019-05-26,letter,300.22,2019-05-11,,open,Sipho Naidoo,Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.,before_collection_start,
COLL-201905-00050,ACC0004205,IND1903012175,1636.0,114,legal,2019-05-14,phone_call,,,,open,Pieter van der Merwe,Arrangement agreed: R1 500/month for 6 months starting 28 December. Escalating to legal.,before_collection_start,
COLL-201905-00051,ACC0002248,IND1902012631,520.85,303,write_off,2019-05-21,branch_visit,,,,closed,Johan Botha,Arrangement agreed: R1 500/month for 6 months starting 27 February.,before_collection_start,
COLL-201905-00052,ACC0003719,IND1903005540,2062.6,48,early_collections,2019-05-30,branch_visit,1061.04,2019-05-24,,open,Zanele Ndlovu,"Customer visited branch, paid R1 061 cash. Account now current.",before_collection_start,
COLL-201905-00053,ACC0000361,IND1901010400,1113.99,74,late_collections,2019-05-28,phone_call,451.62,2019-05-29,,open,Ayanda Mthembu,Debit order returned NSF for third time. Recommend restructuring.,before_collection_start,
COLL-201905-00054,ACC0003244,IND1902013831,2624.77,58,early_collections,2019-05-22,letter,1302.7,2019-05-28,,resolved,Nomsa Dlamini,"Customer visited branch, paid R1 303 cash. Account now current.",before_collection_start,
COLL-201905-00055,ACC0000392,IND1901006420,4198.49,43,early_collections,2019-05-23,branch_visit,,,,open,Nomsa Dlamini,"Customer called, says employer missed payroll. Promised R500 by month-end.",before_collection_start,
COLL-201905-00056,ACC0002318,IND1902015821,1993.84,98,legal,2019-05-15,branch_visit,756.56,2019-05-24,,resolved,Pieter van der Merwe,"Phone disconnected. Sent SMS, no response. Escalating to legal.",before_collection_start,
COLL-201905-00057,ACC0001460,IND1901002706,1821.97,113,legal,2019-05-07,branch_visit,,,,resolved,Lerato Khumalo,Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.,before_collection_start,
COLL-201905-00058,ACC0000687,IND1901005091,200.0,36,early_collections,2019-05-25,letter,,,,resolved,Ayanda Mthembu,"Customer called, says employer missed payroll. Promised R2 500 by month-end.",before_collection_start,
COLL-201905-00059,ACC0001187,IND1901002773,2397.85,12,pre_delinquent,2019-05-09,phone_call,,,,open,Lerato Khumalo,Settlement offer of R750 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00060,ACC0005740,IND1904008836,700.48,81,late_collections,2019-05-22,letter,,,,open,Thabo Mokoena,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201905-00061,ACC0004096,IND1903019241,704.82,77,late_collections,2019-05-01,letter,151.86,2019-05-31,,closed,Pieter van der Merwe,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00062,ACC0003356,IND1902007954,7874.91,19,pre_delinquent,2019-05-02,phone_call,,,,closed,David Govender,"Customer in Gauteng, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00063,ACC0005578,IND1904013915,6280.8,78,late_collections,2019-05-14,phone_call,987.21,2019-05-29,,open,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201905-00064,ACC0006313,IND1904007722,279.95,108,legal,2019-05-23,letter,88.22,2019-05-30,,resolved,Sipho Naidoo,Arrangement agreed: R88/month for 6 months starting 4 June. Escalating to legal.,before_collection_start,
COLL-201905-00065,ACC0003719,IND1903005540,3819.74,37,early_collections,2019-05-17,branch_visit,,,,closed,Ayanda Mthembu,Settlement offer of R350 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00066,ACC0002318,IND1902015821,2215.62,8,pre_delinquent,2019-05-26,phone_call,,,,resolved,David Govender,Churned customer — no active transactional account; pursuing outstanding loan balance.,before_collection_start,
COLL-201905-00067,ACC0004096,IND1903019241,799.98,2,pre_delinquent,2019-05-01,letter,,,,resolved,Nomsa Dlamini,"Customer in KwaZulu-Natal, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00068,ACC0001412,IND1901009021,1699.04,32,early_collections,2019-05-30,phone_call,,,,resolved,Pieter van der Merwe,Settlement offer of R750 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00069,ACC0006938,IND1904009972,527.89,68,late_collections,2019-05-22,branch_visit,199.39,2019-05-29,,open,David Govender,Arrangement agreed: R199/month for 6 months starting 15 January.,before_collection_start,
COLL-201905-00070,ACC0001378,IND1901007735,2618.04,77,late_collections,2019-05-21,phone_call,,,,open,Sipho Naidoo,Settlement offer of R2 500 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00071,ACC0002986,IND1902008991,3374.49,48,early_collections,2019-05-08,branch_visit,714.22,2019-05-17,,resolved,Pieter van der Merwe,"Customer visited branch, paid R714 cash. Account now current.",before_collection_start,
COLL-201905-00072,ACC0002318,IND1902015821,2813.08,37,early_collections,2019-05-26,letter,,,,open,David Govender,Arrangement agreed: R1 500/month for 6 months starting 1 August.,before_collection_start,
COLL-201905-00073,ACC0005740,IND1904008836,643.57,68,late_collections,2019-05-18,phone_call,207.7,2019-06-04,,open,Nomsa Dlamini,Legal letter sent via registered post. Awaiting response before summons.,before_collection_start,
COLL-201905-00074,ACC0000190,IND1901004840,4731.81,5,pre_delinquent,2019-05-22,phone_call,,,,open,Fatima Patel,Arrangement agreed: R1 500/month for 6 months starting 20 December.,before_collection_start,
COLL-201905-00075,ACC0006938,IND1904009972,528.77,68,late_collections,2019-05-26,branch_visit,187.84,2019-06-07,,open,Ayanda Mthembu,Settlement offer of R188 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00076,ACC0006683,IND1904001562,3829.18,89,late_collections,2019-05-13,branch_visit,1764.73,2019-06-06,,resolved,Sipho Naidoo,Former churned customer returned; new arrears flagged after failed debit order.,before_collection_start,
COLL-201905-00077,ACC0000392,IND1901006420,1929.75,53,early_collections,2019-05-24,branch_visit,,,,resolved,Johan Botha,"Customer in Eastern Cape, low income band — hardship assessment required.",before_collection_start,
COLL-201905-00078,ACC0006512,IND1904000568,2922.79,71,late_collections,2019-05-21,phone_call,,,,closed,Thabo Mokoena,Promise to pay recorded after outbound call. Follow-up scheduled.,before_collection_start,
COLL-201905-00079,ACC0000361,IND1901010400,563.39,71,late_collections,2019-05-30,letter,,,,open,Zanele Ndlovu,"Customer called, says employer missed payroll. Promised R1 200 by month-end.",before_collection_start,
COLL-201905-00080,ACC0001683,IND1902010211,1323.7,58,early_collections,2019-05-29,phone_call,708.78,2019-06-08,,resolved,Nomsa Dlamini,Settlement offer of R709 communicated; customer requested until month-end.,before_collection_start,
COLL-201905-00081,ACC0005740,IND1904008836,900.19,107,legal,2019-05-10,phone_call,304.9,2019-05-22,,resolved,Pieter van der Merwe,"Customer visited branch, paid R305 cash. Account now current. Escalating to legal.",before_collection_start,
